,transID,payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate,age,ageCategory,corridorID,corridorName,serviceType,direction,distance_km,seqDiff,tripDuration,dayOfWeek,peakHour,tapInStopsName,tapInStopsLat,tapInStopsLon,stopStartSeq,tapInTime,tapOutStopsName,tapOutStopsLat,tapOutStopsLon,stopEndSeq,tapOutTime,payAmount
11913,ROZM450D8F23CA,3516006502484403,dki,Marsito Anggriawan,Male,1992,31,Adult,M7,Kampung Rambutan - Monas,BRT,1.0,10.14,17,1.266,Friday,True,Gatot Subroto Jamsostek Arah Timur,-6.232602,106.82162,8,2023-04-28 16:35:22,Tanah Merdeka Arah Timur,-6.307866,106.87389,25,2023-04-28 17:51:20,3500.0
11916,YDMD111C8U48PN,213105773866033,emoney,drg. Zamira Nurdiyanti,Male,1979,44,Adult,13,Ciledug - Tendean,BRT,1.0,1.79,1,1.407,Friday,True,Puri Beta 2,-6.230532,106.72371,12,2023-04-28 16:18:52,CBD Ciledug,-6.223629,106.70904,13,2023-04-28 17:43:18,3500.0
11918,FVMP642N2E82YA,4583562097218227517,brizzi,"Daliono Maheswara, S.Pd",Female,2012,11,Children,2F,Rusun Cakung Barat - Pulo Gadung,BRT,1.0,0.61,1,1.313,Friday,True,Rusun Tipar Cakung,-6.171493,106.93731,1,2023-04-28 16:34:54,Sbr. SMK Nurul Huda,-6.176843,106.93604,2,2023-04-28 17:53:40,3500.0
11920,OHIU497I0P62NU,3559020047557332,dki,dr. Baktiadi Hidayanto,Male,1993,30,Adult,S11,BSD - Jelambar,BRT,0.0,5.55,10,1.172,Friday,True,Term. BSD,-6.306375,106.68536,0,2023-04-28 16:46:37,WTC Matahari 1,-6.266812,106.65449,10,2023-04-28 17:56:57,3500.0
11926,BMUQ973D2Y54GW,4490538004709364,dki,Ajeng Pradipta,Male,1975,48,Adult,10,Tanjung Priok - PGC 2,BRT,0.0,0.91,1,1.628,Friday,True,Cawang UKI,-6.250309,106.8736,19,2023-04-28 16:56:37,BKN,-6.257751,106.87,20,2023-04-28 18:34:19,3500.0
11933,ZHQG230T5L97AN,3549182300492467,dki,Kajen Andriani,Male,1984,39,Adult,M11,Pulo Gebang - Pulo Gadung 2,BRT,0.0,2.08,3,1.783,Friday,True,Perumnas Klender,-6.216689,106.93054,3,2023-04-28 16:37:41,Kampung Sumur,-6.214412,106.91189,6,2023-04-28 18:24:40,3500.0
11936,SWCD509O7R38GB,344819183333911,emoney,Wahyu Wibisono,Female,1985,38,Adult,10K,Tanjung Priok - Senen via Taman BMW,BRT,1.0,2.51,9,1.667,Friday,True,Simpang Danau Sunter Utara Barat,-6.139853,106.85663,25,2023-04-28 17:10:55,Sbr. Sekolah Yanindo Jakarta,-6.119485,106.86672,34,2023-04-28 18:50:56,3500.0
11939,OBRZ420T2Y87VU,4928589848629,online,Dartono Natsir,Male,2006,17,Teenager,5C,PGC - Juanda,BRT,1.0,5.79,10,1.583,Friday,True,Kramat Sentiong,-6.18798,106.84595,3,2023-04-28 17:04:24,Gelanggang Remaja,-6.235445,106.86795,13,2023-04-28 18:39:24,3500.0
11942,GWGE004O6J64UN,3559367200080515,dki,Cawisono Permadi,Female,1987,36,Adult,6A,Ragunan - MH Thamrin via Kuningan,BRT,1.0,1.26,1,1.005,Friday,True,Departemen Pertanian,-6.294641,106.82213,17,2023-04-28 16:08:54,Ragunan,-6.305769,106.81949,18,2023-04-28 17:09:12,3500.0
11946,BLOE170W3P62EK,4120255279087511,dki,"Prima Simanjuntak, S.I.Kom",Male,1987,36,Adult,B21,Bekasi Timur - Cawang,BRT,1.0,0.52,1,1.467,Friday,True,Taman Margahayu 2,-6.24846,107.02153,10,2023-04-28 17:05:30,Groserindo,-6.249011,107.01686,11,2023-04-28 18:33:31,3500.0
11947,OJDE816A0Y61SN,4015639837568333411,brizzi,Karimah Salahudin,Female,1992,31,Adult,13,Ciledug - Tendean,BRT,0.0,5.76,6,1.506,Friday,True,Puri Beta 1,-6.230596,106.72602,1,2023-04-28 17:13:20,Kebayoran Lama,-6.23834,106.77752,7,2023-04-28 18:43:41,3500.0
11948,PEKT321F7Z96OG,180032476190454,emoney,"R.A. Farhunnisa Firmansyah, M.Pd",Female,1996,27,Adult,6B,Ragunan - MH Thamrin via Semanggi,BRT,0.0,0.43,1,1.23,Friday,True,Tosari,-6.196892,106.82309,14,2023-04-28 16:15:58,Bundaran HI,-6.193021,106.823,15,2023-04-28 17:29:47,3500.0
11954,NSIH550K3G51AD,6580235224672813,dki,Sadina Lailasari,Female,1987,36,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,1.0,2.53,4,1.904,Friday,True,Dispenda Samsat Barat,-6.154634,106.7381,9,2023-04-28 17:30:17,Pesakih,-6.154803,106.71527,13,2023-04-28 19:24:33,3500.0
11955,TCJP206P3D34CX,676170059098,flazz,"Dt. Vinsen Budiyanto, S.H.",Female,2009,14,Teenager,3,Kalideres - Bundaran HI via Veteran,BRT,0.0,4.69,4,1.199,Friday,True,Grogol 1,-6.166824,106.78971,10,2023-04-28 17:58:11,Bundaran HI,-6.193021,106.823,14,2023-04-28 19:10:07,3500.0
11959,QSJU172P0R13SH,3537344445143314,dki,Unjani Mulyani,Female,1987,36,Adult,M6,Ragunan - MH Thamrin,BRT,0.0,7.93,10,1.575,Friday,True,Kuningan Timur,-6.234731,106.82902,10,2023-04-28 16:39:34,Ragunan,-6.305769,106.81949,20,2023-04-28 18:14:04,3500.0
11960,OIIB402G9D29UT,2245958200404051,dki,Tgk. Hamzah Hutagalung,Male,1986,37,Adult,3C,Rusun Kapuk Muara - Penjaringan,BRT,1.0,3.38,1,1.684,Friday,True,Penjaringan,-6.126306,106.79203,0,2023-04-28 16:49:27,Rusun Kapuk Muara,-6.135667,106.76299,1,2023-04-28 18:30:29,3500.0
11964,DZZO104R4O95XC,6589314352421169,dki,"H. Rangga Santoso, S.Farm",Male,1973,50,Adult,9A,PGC 2 - Grogol 2,BRT,0.0,6.02,6,0.957,Friday,True,Pancoran Barat Arah Barat,-6.241672,106.8372,9,2023-04-28 17:01:12,Slipi Petamburan Arah Utara,-6.20203,106.79989,15,2023-04-28 17:58:38,3500.0
11965,QUAU017E3T95DL,4498767637558201,dki,"Zizi Santoso, M.Kom.",Male,1970,53,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,1.0,1.32,2,0.859,Friday,True,Monas,-6.176248,106.82286,13,2023-04-28 16:44:10,MH Thamrin,-6.188149,106.82299,15,2023-04-28 17:35:43,3500.0
11971,KLQM263V6O62GP,3563151380900971,dki,Indah Habibi,Male,1979,44,Adult,8,Lebak Bulus - Pasar Baru via Tomang,BRT,0.0,5.12,7,1.744,Friday,True,Grogol 2 Arah Selatan,-6.167435,106.78856,18,2023-04-28 16:12:57,Pasar Baru,-6.166129,106.83483,25,2023-04-28 17:57:36,3500.0
11973,AMVZ252T9W50MB,6563524092020960,dki,Hendra Andriani,Male,1992,31,Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,0.0,0.83,5,0.887,Friday,True,Kasi Dikdas 1,-6.222363,106.92318,11,2023-04-28 16:02:22,Jln. I Gusti Ngurah Rai 1,-6.216178,106.92742,16,2023-04-28 16:55:36,3500.0
11978,NUKH406A0K90BS,4309038731411054,dki,R. Viktor Winarno,Female,1999,24,Young Adult,4E,Rusun Jatinegara Kaum - Pulo Gadung,BRT,1.0,0.49,2,1.442,Friday,True,Ananda Pulo Gadung,-6.185254,106.90716,2,2023-04-28 17:24:00,Pintu Kawasan 1,-6.189631,106.90646,4,2023-04-28 18:50:31,3500.0
11981,TKZA166N6K21OI,3502800039632328,dki,Kamila Puspita,Female,2003,20,Young Adult,6V,Ragunan - Gelora Bung Karno,BRT,0.0,1.42,2,1.114,Friday,True,Duren Tiga,-6.252377,106.82697,8,2023-04-28 17:41:18,Tendean,-6.240213,106.83102,10,2023-04-28 18:48:10,3500.0
11983,SRMB596Y8K83FW,4445427212090,online,R.M. Langgeng Nashiruddin,Female,2008,15,Teenager,M4,Pulo Gadung 2 - Dukuh Atas 2,BRT,1.0,2.53,5,1.807,Friday,True,Velodrome,-6.193468,106.8883,10,2023-04-28 16:40:57,Pulo Gadung 2,-6.183098,106.90872,15,2023-04-28 18:29:23,3500.0
11994,IMUV474K4T96CP,180060352930644,emoney,R. Sabrina Megantara,Male,1997,26,Adult,11K,Rusun Komarudin - Penggilingan,BRT,1.0,0.67,1,0.969,Friday,True,Penggilingan,-6.214132,106.93961,0,2023-04-28 17:54:17,Rusun Komarudin,-6.208781,106.94252,1,2023-04-28 18:52:24,3500.0
11999,ROGR792E7G20AV,4071961106848962,dki,"Drs. Genta Irawan, M.Pd",Male,1993,30,Adult,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,BRT,1.0,0.56,2,0.835,Friday,True,STMT Trisakti 1,-6.231933,106.87782,4,2023-04-28 16:59:23,Rusun Cipinang Besar Selatan,-6.231625,106.88288,6,2023-04-28 17:49:30,3500.0
12001,MYEX058W0L34DB,676379677179,flazz,"Jamalia Rahmawati, M.Farm",Male,1951,72,Senior Adult,M7,Kampung Rambutan - Monas,BRT,1.0,0.42,1,0.779,Monday,True,BNN Arah Barat,-6.24651,106.87318,17,2023-04-03 08:37:59,Cawang UKI,-6.250309,106.8736,18,2023-04-03 09:24:43,3500.0
12004,UYPX152F6W32XV,4555304365157,online,Eluh Adriansyah,Male,1991,32,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,0.0,3.1,7,1.2,Monday,True,IGI,-6.182981,106.91917,21,2023-04-03 08:14:02,Pulo Mas 2,-6.174677,106.892419,28,2023-04-03 09:26:01,3500.0
12007,HTYU102M8H17UK,6540503371279610,dki,Bakti Yuliarti,Male,1998,25,Adult,5,Matraman Baru - Ancol,BRT,0.0,0.69,1,1.619,Monday,False,Pademangan,-6.133704,106.83164,13,2023-04-03 09:02:54,Ancol,-6.127563,106.83039,14,2023-04-03 10:40:02,3500.0
12008,ODIG553G6I96NX,4853213936956,online,Cornelia Purwanti,Female,2008,15,Teenager,T11,Poris Plawad - Bundaran Senayan,BRT,1.0,0.9,1,0.539,Monday,True,SDN Sukasari Enam 2,-6.189308,106.64182,19,2023-04-03 08:35:44,Mall Bale Kota,-6.181306,106.64346,20,2023-04-03 09:08:04,3500.0
12010,HTQJ060L3F85HE,502001656953,flazz,Jaka Zulaika,Female,1996,27,Adult,M13,Puri Beta 2 - Tendean,BRT,0.0,7.27,7,1.832,Monday,True,Cipulir,-6.237818,106.76541,5,2023-04-03 06:36:29,Tendean,-6.240213,106.83102,12,2023-04-03 08:26:26,3500.0
12012,DLGS474O3T25RF,4023591971708,online,Rangga Riyanti,Male,1987,36,Adult,M7B,BKN - Blok M,BRT,1.0,1.3,4,0.943,Monday,True,Jln. Minyak Raya,-6.253372,106.83813,22,2023-04-03 08:28:43,STEKPI,-6.255574,106.84966,26,2023-04-03 09:25:17,3500.0
12016,FUGF290O5I81EK,3552994986533131,dki,Gilang Iswahyudi,Male,1976,47,Adult,13B,Puri Beta - Pancoran Barat,BRT,1.0,9.21,11,0.636,Monday,True,Tendean,-6.240213,106.83102,2,2023-04-03 08:56:34,Adam Malik,-6.236466,106.74786,13,2023-04-03 09:34:45,3500.0
12021,RLNZ056C6O65CJ,2265285227934786,dki,Baktiadi Nasyiah,Female,1991,32,Adult,3,Kalideres - Bundaran HI via Veteran,BRT,1.0,2.53,4,0.83,Monday,True,Dispenda Samsat Barat,-6.154634,106.7381,9,2023-04-03 07:52:56,Pesakih,-6.154803,106.71527,13,2023-04-03 08:42:45,3500.0
12024,PKCH500A6B67JP,4726207758980912,dki,Suci Wacana,Male,1974,49,Adult,4D,Pulo Gadung 2 - Kuningan,BRT,0.0,0.45,1,1.042,Monday,True,Departemen Kesehatan,-6.228794,106.833205,19,2023-04-03 08:46:12,Patra Kuningan,-6.232677,106.832087,20,2023-04-03 09:48:42,3500.0
12026,SCJH558G0U10RO,4755059063340087074,brizzi,"Puti Lili Nuraini, M.TI.",Male,1984,39,Adult,3B,Rusun Flamboyan - Cengkareng,BRT,0.0,0.2,1,0.727,Monday,True,SDN Cengkareng Timur 05,-6.149212,106.72804,10,2023-04-03 08:45:44,Puri Agung,-6.150977,106.72798,11,2023-04-03 09:29:21,3500.0
12027,UVNS152G3R01VQ,213198175349153,emoney,Dt. Cakrajiya Mardhiyah,Female,1992,31,Adult,10A,Rusun Marunda - Tanjung Priok,BRT,0.0,7.63,4,0.83,Monday,False,Simpang Pitungan,-6.100212,106.9606,2,2023-04-03 09:54:37,Enggano,-6.11015,106.89242,6,2023-04-03 10:44:25,3500.0
12028,HKDF533Y4K47JZ,3501484774533651,dki,dr. Yessi Saragih,Female,1983,40,Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,1.0,0.7,2,0.454,Monday,True,Taman Ut Aheme,-6.227704,106.92256,14,2023-04-03 07:21:58,Sbr. Swadaya Raya,-6.228578,106.91633,16,2023-04-03 07:49:14,3500.0
12038,WZWY790G3M31BJ,4455586187126891,dki,drg. Putri Handayani,Female,2004,19,Young Adult,5,Matraman Baru - Ancol,BRT,0.0,0.69,1,0.337,Monday,True,Pademangan,-6.133704,106.83164,13,2023-04-03 06:43:49,Ancol,-6.127563,106.83039,14,2023-04-03 07:04:03,3500.0
12039,CYDQ913I3G10ZO,374911260215393,emoney,Yuni Simanjuntak,Male,2005,18,Young Adult,1,Blok M - Kota,BRT,0.0,0.92,2,0.468,Monday,True,Sawah Besar Arah Utara,-6.157418,106.81846,15,2023-04-03 08:29:06,Olimo,-6.1493,106.81669,17,2023-04-03 08:57:10,3500.0
12040,LLON864F3V18HT,349509551679244,emoney,Nilam Irawan,Female,1981,42,Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,1.0,0.34,2,0.502,Monday,True,Sbr. SMPN 195,-6.230919,106.90988,18,2023-04-03 07:08:06,Gereja Santa Anna 2,-6.234003,106.91014,20,2023-04-03 07:38:12,3500.0
12041,GBHH509H4Y38LG,3533408904312159,dki,"R. Clara Yolanda, S.Pd",Male,1966,57,Adult,7,Kampung Rambutan - Bidara Cina,BRT,0.0,1.54,2,1.78,Monday,False,Cawang Otista,-6.243607,106.86876,11,2023-04-03 09:51:12,Bidara Cina,-6.229724,106.86721,13,2023-04-03 11:37:59,3500.0
12044,PJAH385U0W44WB,377491408293302,emoney,Dt. Harsana Jailani,Female,1983,40,Adult,3C,Rusun Kapuk Muara - Penjaringan,BRT,0.0,3.38,1,1.199,Monday,True,Rusun Kapuk Muara,-6.135667,106.76299,0,2023-04-03 07:27:43,Penjaringan,-6.126306,106.79203,1,2023-04-03 08:39:38,3500.0
12048,DDQO840Z9R50CX,343089855267893,emoney,Yuliana Thamrin,Female,2001,22,Young Adult,S21,Ciputat - CSW,BRT,1.0,1.95,5,1.532,Monday,True,Lebak Bulus,-6.289413,106.77415,15,2023-04-03 07:02:04,Situ Gintung 2,-6.301629,106.76139,20,2023-04-03 08:33:58,3500.0
12051,BFAL117H8U42EL,4460340818222811297,brizzi,Zulaikha Mardhiyah,Male,1995,28,Adult,10K,Tanjung Priok - Senen via Taman BMW,BRT,1.0,2.74,2,1.845,Monday,True,Ancol Pintu 2,-6.12719,106.84461,33,2023-04-03 08:46:08,Jln. Industri Tj. Priok,-6.118624,106.86783,35,2023-04-03 10:36:50,3500.0
12052,YPXM952J9W71UL,213145603194040,emoney,Caket Mandala,Male,1986,37,Adult,9C,Pinang Ranti - Bundaran Senayan,BRT,0.0,8.0,9,1.26,Monday,True,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-03 08:50:45,Tegal Parang Arah Barat,-6.238863,106.83022,10,2023-04-03 10:06:22,3500.0
12055,ZWXM207Y1L18MH,36006226446453,bni,Tgk. Galang Firmansyah,Female,1985,38,Adult,9A,PGC 2 - Grogol 2,BRT,1.0,2.07,3,1.544,Monday,True,Gatot Subroto Jamsostek Arah Timur,-6.232602,106.82162,7,2023-04-03 08:21:06,Pancoran Barat Arah Timur,-6.241571,106.83808,10,2023-04-03 09:53:45,3500.0
12058,FOBN838V6J55YV,4799775332826768700,brizzi,Lasmanto Marpaung,Male,1982,41,Adult,L13E,Puri Beta - Kuningan (Express),BRT,0.0,0.76,1,0.823,Monday,True,Setiabudi Utara,-6.209189,106.830237,11,2023-04-03 08:33:09,Latuharhary,-6.202761,106.82771,12,2023-04-03 09:22:31,3500.0
12059,WFNX615J5U70ZQ,36768379265457,bni,"Limar Puspasari, S.Kom",Female,1990,33,Adult,S21,Ciputat - CSW,BRT,0.0,0.09,1,0.883,Monday,False,ASEAN,-6.239889,106.79897,30,2023-04-03 09:42:44,Kejaksaan Agung,-6.2405,106.79844,31,2023-04-03 10:35:42,3500.0
12060,IGPD531G8P70WJ,6507536585974874,dki,Calista Lazuardi,Female,1989,34,Adult,2,Pulo Gadung - Monas,BRT,1.0,1.29,1,1.17,Monday,True,Bermis,-6.178203,106.89859,14,2023-04-03 06:54:59,Pulo Gadung 1,-6.183239,106.90907,15,2023-04-03 08:05:12,3500.0
12063,ZDDP197Q0Y50ZS,2224519731151218,dki,Puput Mardhiyah,Male,1997,26,Adult,JIS3,Harmoni - Jakarta International Stadium,BRT,0.0,2.95,3,1.479,Monday,True,Sunter Muara,-6.144072,106.85763,7,2023-04-03 07:45:53,Pasar Baru Timur,-6.162272,106.83811,10,2023-04-03 09:14:36,3500.0
12064,GNXA283H7T05SQ,4165770694718959,dki,Himawan Putra,Male,1957,66,Senior Adult,6V,Ragunan - Gelora Bung Karno,BRT,0.0,0.68,1,1.442,Monday,True,SMK 57,-6.290967,106.82365,2,2023-04-03 07:38:07,Jati Padang,-6.285431,106.82626,3,2023-04-03 09:04:38,3500.0
12065,FEOA079B6I30LR,4400887914495,online,Darmanto Saragih,Female,1968,55,Adult,D21,Universitas Indonesia - Lebak Bulus,BRT,1.0,3.6,7,1.685,Monday,False,SPBU Jln. Guru,-6.318164,106.83745,28,2023-04-03 09:22:29,Syibi,-6.350345,106.83272,35,2023-04-03 11:03:36,3500.0
12066,PCKO247N7C99CF,6011114900479836,dki,dr. Bala Kusmawati,Male,1977,46,Adult,S22,Ciputat - Kampung Rambutan,BRT,1.0,11.6,6,0.359,Monday,False,Jln. Asmin 2,-6.308725,106.87205,4,2023-04-03 09:53:49,Cirendeu Permai,-6.289561,106.76894,10,2023-04-03 10:15:21,3500.0
12075,PGZR619X1G99OR,4863916116749,online,Drs. Padma Rajasa,Female,2001,22,Young Adult,12C,Rusun Waduk Pluit - Penjaringan,BRT,0.0,0.45,2,0.422,Monday,True,Simpang Pluit Raya,-6.127123,106.80441,8,2023-04-03 07:28:31,Kel. Penjaringan,-6.125396,106.80071,10,2023-04-03 07:53:49,3500.0
12079,GRMB196X1Q81OS,2720067582504076,dki,Nova Nugroho,Male,1999,24,Young Adult,3F,Kalideres - Gelora Bung Karno,BRT,1.0,1.17,1,0.551,Monday,True,Senayan JCC Arah Timur,-6.214145,106.809,15,2023-04-03 07:50:15,Gelora Bung Karno,-6.224217,106.8058,16,2023-04-03 08:23:17,3500.0
12085,JXHA493W8G28AR,4412277273662567,dki,Ajiono Natsir,Male,1993,30,Adult,D11,Depok - BKN,BRT,0.0,3.07,7,0.354,Monday,False,D Mall,-6.387291,106.8273,2,2023-04-03 09:02:03,Komplek Pelni,-6.380018,106.85409,9,2023-04-03 09:23:17,3500.0
12087,RMOE201W8T04BX,180008292897068,emoney,Garan Pertiwi,Female,1986,37,Adult,M13,Puri Beta 2 - Tendean,BRT,1.0,3.37,4,0.992,Monday,True,Mayestik,-6.241921,106.79077,4,2023-04-03 07:42:40,Swadarma,-6.23755,106.76065,8,2023-04-03 08:42:12,3500.0
12090,ZMDQ636H2R29DY,4366771817472539,dki,Sadina Kurniawan,Female,1991,32,Adult,13B,Puri Beta - Pancoran Barat,BRT,0.0,4.68,5,1.413,Monday,True,Puri Beta 2,-6.230532,106.72371,0,2023-04-03 07:45:33,Cipulir,-6.237818,106.76541,5,2023-04-03 09:10:20,3500.0
12094,MTNU275U8Z35GP,213174928876354,emoney,Rini Hutasoit,Male,1987,36,Adult,12,Tanjung Priok - Pluit,BRT,0.0,3.18,3,0.668,Monday,True,Kali Besar Barat,-6.135355,106.81143,15,2023-04-03 07:22:50,Pluit,-6.115795,106.79037,18,2023-04-03 08:02:56,3500.0
12095,ZKQG911O5Q45EV,6011275975124621,dki,Drs. Puspa Nashiruddin,Female,1982,41,Adult,M7B,BKN - Blok M,BRT,0.0,1.98,2,0.985,Monday,True,Rawa Barat,-6.238947,106.81624,21,2023-04-03 08:24:00,Kejaksaan Agung,-6.2405,106.79844,23,2023-04-03 09:23:07,3500.0
12097,KJDT415D2Q19LA,343007419401295,emoney,Digdaya Tarihoran,Male,1978,45,Adult,13,Ciledug - Tendean,BRT,1.0,1.18,2,1.017,Monday,True,Cipulir,-6.237818,106.76541,8,2023-04-03 08:05:37,JORR,-6.236104,106.75488,10,2023-04-03 09:06:39,3500.0
12098,TEYU581N8Y93IQ,2276099634138221,dki,Ir. Farhunnisa Aryani,Female,1994,29,Adult,T11,Poris Plawad - Bundaran Senayan,BRT,1.0,5.19,6,0.497,Monday,True,Rukan Teuku Umar,-6.195499,106.62391,17,2023-04-03 06:07:45,Term. Poris Plawad,-6.172859,106.66501,23,2023-04-03 06:37:33,3500.0
12100,GHLS246R9L19OS,343240320417734,emoney,Sutan Gambira Maulana,Female,2011,12,Children,13B,Puri Beta - Pancoran Barat,BRT,0.0,2.43,1,1.82,Monday,True,Rawa Barat,-6.238947,106.81624,12,2023-04-03 06:31:14,Pancoran Barat Arah Timur,-6.241571,106.83808,13,2023-04-03 08:20:25,3500.0
12101,TDUX893V4F07WM,2268827633129357,dki,"Ir. Harjo Anggraini, S.Pt",Female,1984,39,Adult,2E,Rusun Rawa Bebek - Kodamar,BRT,0.0,3.19,5,0.588,Monday,True,United Tractors 1,-6.18326,106.93243,19,2023-04-03 06:20:51,RS Mediros,-6.179626,106.90387,24,2023-04-03 06:56:08,3500.0
12106,LLDG960S7J30DD,3556195772842969,dki,Adhiarja Wahyudin,Female,1975,48,Adult,13,Ciledug - Tendean,BRT,1.0,1.17,2,1.156,Monday,False,Seskoal,-6.238064,106.77121,7,2023-04-03 09:36:05,Swadarma,-6.23755,106.76065,9,2023-04-03 10:45:27,3500.0
12107,YSUB341U2M66DI,371134962154892,emoney,Rahmi Nurdiyanti,Female,2001,22,Young Adult,5C,PGC - Juanda,BRT,0.0,4.66,5,0.515,Monday,True,Cawang Otista,-6.243607,106.86876,5,2023-04-03 06:01:57,Tegalan,-6.203101,106.85715,10,2023-04-03 06:32:50,3500.0
12115,RNPU580R3H89HD,3592243227579699,dki,Ir. Murti Dabukke,Female,2007,16,Teenager,9,Pinang Ranti - Pluit,BRT,0.0,12.64,15,1.481,Monday,True,Cawang Ciliwung Arah Barat,-6.243292,106.86359,5,2023-04-03 06:48:30,Jembatan Besi,-6.152005,106.7949,20,2023-04-03 08:17:20,3500.0
12118,LFRM211A9I32OH,30458243667825,bni,Ajiono Lazuardi,Female,1990,33,Adult,L13E,Puri Beta - Kuningan (Express),BRT,0.0,0.76,1,0.763,Monday,True,Setiabudi Utara,-6.209189,106.830237,11,2023-04-03 07:46:14,Latuharhary,-6.202761,106.82771,12,2023-04-03 08:32:02,3500.0
12120,JADB219U5L10CD,587942434511,flazz,"R.A. Elvina Andriani, S.Pt",Male,1995,28,Adult,9N,Pinang Ranti - Pramuka,BRT,0.0,3.79,1,0.444,Monday,True,Garuda Taman Mini,-6.290154,106.88116,1,2023-04-03 08:09:32,BKN,-6.257751,106.87,2,2023-04-03 08:36:09,3500.0
12123,EWWA858C9Q58GO,213142527848165,emoney,"Dr. Mulya Pangestu, S.Farm",Female,1987,36,Adult,11M,Rusun Rawa Bebek - Bukit Duri,BRT,0.0,0.52,1,1.179,Monday,True,Masjid As Sudairi,-6.220626,106.8591,15,2023-04-03 08:10:00,Masjid Attahiriyah,-6.225242,106.86019,16,2023-04-03 09:20:43,3500.0
12124,RQZS695G0H69WP,180050809468835,emoney,Latika Maheswara,Male,1996,27,Adult,B21,Bekasi Timur - Cawang,BRT,1.0,1.25,7,0.512,Monday,True,BTC 2,-6.258258,107.0206,6,2023-04-03 07:16:07,Terminal Bekasi,-6.249502,107.01339,13,2023-04-03 07:46:49,3500.0
12129,OELY912J7I52RS,639083950241,flazz,H. Hadi Susanti,Female,1992,31,Adult,10B,Rusun Cipinang Besar Selatan - Penas Kalimalang,BRT,0.0,0.57,2,1.738,Monday,False,Rusun Cipinang Besar Selatan,-6.231625,106.88288,0,2023-04-03 09:54:13,STMT Trisakti 2,-6.231981,106.8777,2,2023-04-03 11:38:28,3500.0
12133,HTMJ384H5F16UA,4060341720248400161,brizzi,"Winda Winarno, S.Pd",Male,1946,77,Senior Adult,10K,Tanjung Priok - Senen via Taman BMW,BRT,0.0,0.2,2,1.052,Monday,True,Atrium 2,-6.17687,106.84042,34,2023-04-03 06:57:57,RSPAD 3,-6.175462,106.83922,36,2023-04-03 08:01:04,3500.0
12134,RDLN295P6O37FA,373286421882964,emoney,Heru Astuti,Male,2011,12,Children,7F,Kampung Rambutan - Juanda via Pasar Baru,BRT,1.0,2.8,6,1.366,Monday,True,Rawa Selatan,-6.173925,106.85809,4,2023-04-03 07:47:47,Pemuda Pramuka,-6.192795,106.87498,10,2023-04-03 09:09:44,3500.0
12140,XWJZ096H8N75RT,2299346377262087,dki,Karma Laksmiwati,Male,1969,54,Adult,12,Tanjung Priok - Pluit,BRT,0.0,1.18,1,0.633,Monday,True,Penjaringan,-6.126306,106.79203,17,2023-04-03 08:24:19,Pluit,-6.115795,106.79037,18,2023-04-03 09:02:18,3500.0
12144,BTCO695Y5N28IX,30063543803011,bni,Ratna Nainggolan,Female,1982,41,Adult,6V,Ragunan - Gelora Bung Karno,BRT,1.0,1.54,2,1.116,Monday,True,Pejaten,-6.278404,106.82972,12,2023-04-03 06:35:33,SMK 57,-6.290967,106.82365,14,2023-04-03 07:42:32,3500.0
12147,FVJU256I6U27NK,4214467493248935559,brizzi,Dt. Gambira Maryati,Male,1981,42,Adult,3H,Jelambar - Kota,BRT,0.0,0.17,1,1.704,Monday,True,Kali Besar Barat,-6.135355,106.81143,8,2023-04-03 06:15:03,Museum Fatahillah,-6.13393,106.81209,9,2023-04-03 07:57:19,3500.0
12148,MTGJ304E6Y22HW,3580438908059433,dki,Harjasa Pradipta,Female,2001,22,Young Adult,11P,Rusun Pondok Bambu - Walikota Jakarta Timur,BRT,1.0,2.28,5,1.328,Monday,False,Walikota Jakarta Timur 2,-6.212722,106.94472,3,2023-04-03 09:39:12,Flyover Radin Inten 1,-6.216112,106.92439,8,2023-04-03 10:58:51,3500.0
12149,EWAE562U4X98GY,565511286645,flazz,Sutan Nasim Saragih,Female,2012,11,Children,11K,Rusun Komarudin - Penggilingan,BRT,0.0,0.66,1,1.538,Monday,True,Walikota Jakarta Timur,-6.21254,106.94537,1,2023-04-03 07:04:05,Penggilingan,-6.214132,106.93961,2,2023-04-03 08:36:23,3500.0
12150,LIRD881D8R49MY,501829329314,flazz,Talia Mandasari,Male,1969,54,Adult,6,Ragunan - Dukuh Atas 2,BRT,0.0,0.47,1,0.728,Monday,False,Kuningan Madya,-6.21341,106.8305,15,2023-04-03 09:21:02,Setiabudi Utara,-6.209189,106.830237,16,2023-04-03 10:04:44,3500.0
12160,ECIZ477E4F48FG,4544515842302442,dki,Rahmi Kusumo,Male,1974,49,Adult,5C,PGC - Juanda,BRT,1.0,0.66,1,0.75,Monday,True,BKN,-6.257751,106.87,18,2023-04-03 08:28:05,PGC 2,-6.2619,106.8657,19,2023-04-03 09:13:05,3500.0
